location,name,address,ispotable,available,created_at,photo,description,watersourcetype
"{""latitude"": 41.37836, ""longitude"": 2.126009}",Felipe Paz 04-074,"JARD JOSEP GODAY I CASALS, 61",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394744, ""longitude"": 2.112651}",Jardins Creu de Pedralbes 04-076,"AV ESPLUGUES, 117",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378471, ""longitude"": 2.116711}",Jardins Josep Munté 04-078,"JARD JOSEP MUNTÉ, 32",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389709, ""longitude"": 2.13895}",Jardins Joaquim Ruyra 04-079,"JARD JOAQUIM RUYRA, 147",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379001, ""longitude"": 2.125436}",Emérita Augusta 04-081,"C FELIPE DE PAZ, 17-19",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383998, ""longitude"": 2.105671}",Av. Diagonal 04-083,"PG DON QUIXOT, 695",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380861, ""longitude"": 2.129351}",Jardins dels Doctors Dolsa 04-084,"JARD DOCTORS DOLSA, 1-3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377717, ""longitude"": 2.122005}",Jardins Clot d'En Salvi (biblioteca) 04-085,"JARD CLOT D'EN SALVI, 30",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390613, ""longitude"": 2.141541}",Av Sarrià / Loreto 04-086,"PL DOCTOR IGNASI BARRAQUER, 379",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386327, ""longitude"": 2.141923}",parc 04-087,"C ENTENÇA, 234-218",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383594, ""longitude"": 2.130495}",Jardins de Can Bruixa 04-088,"JARD CAN BRUIXA, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390657, ""longitude"": 2.126695}",Jardins Emilia Miret i Soler 04-089,"C ROBERT GERHARD, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389951, ""longitude"": 2.100113}",prop Mirador dels Xiprers 04-090,"CTRA AIGÜES, SN",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388142, ""longitude"": 2.103354}",  04-091,"C TORRENT DE LES ROSES, 43",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378201, ""longitude"": 2.113387}",Jardins Ernest Lluch 04-092,"JARD ERNEST LLUCH, 36",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388311, ""longitude"": 2.139015}",Jardins Gaietà Renom 04-093,"JARD GAIETÀ RENOM, 39",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388945, ""longitude"": 2.135507}",Jardins Sant Joan de Déu 04-094,"JARD SANT JOAN DE DEU, 69-99",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390261, ""longitude"": 2.124967}",  04-095,"C DOCTOR FERRAN, 20-18",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392324, ""longitude"": 2.11192}",Miret 04-096,"C ABADESSA OLZET, 16",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.375866, ""longitude"": 2.121974}",- 04-097,"RIER BLANCA, 21",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376405, ""longitude"": 2.111717}",  04-098,"CAMI TORRE MELINA, 5.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379188, ""longitude"": 2.107026}",  04-099,"AV ALBERT BASTARDAS, 19-25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378899, ""longitude"": 2.10681}",  04-100,"AV ALBERT BASTARDAS, 19-25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382103, ""longitude"": 2.135752}",  04-101,"Plaça del Centre,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376678, ""longitude"": 2.10945}",  04-102,"Aureà Cuadrado,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378942, ""longitude"": 2.12428}",Jardins de Ceràmiques Vicenç 04-103,"Benavent, 36",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39456, ""longitude"": 2.144629}",Avenir 05-001,"C AVENIR, 66-68",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396452, ""longitude"": 2.143647}",Amigó 05-003,"C MADRAZO, 112-106",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396886, ""longitude"": 2.143668}",Santaló 05-004,"C CALAF, 21-23",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398279, ""longitude"": 2.143874}",Rector Ubach 05-005,"C RECTOR UBACH, 23",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399926, ""longitude"": 2.143311}",Tavern 05-006,"C MARC AURELI, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40082, ""longitude"": 2.140484}",Copèrnic 05-007,"C COPERNIC, 54",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40129, ""longitude"": 2.137285}",Modolell 05-008,"C PRATS DE MOLLO, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398486, ""longitude"": 2.146799}",Aribau 05-010,"C MADRAZO, 99-101",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403656, ""longitude"": 2.148155}",Pça. Sant Vicens de Sarrià 05-012,"PL MAÑE I FLAQUER, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404856, ""longitude"": 2.146452}",Maspons 05-014,"PL SANT JOAQUIM, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404133, ""longitude"": 2.143764}",Rios Rosas 05-015,"C PADUA, 96",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404306, ""longitude"": 2.139437}",Rda del General Mitre 05-016,"C SANT GERVASI DE CASSOLES, 10",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.395151, ""longitude"": 2.147921}",Muntaner 05-017,"TVRA DE GRÀCIA, 41",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392719, ""longitude"": 2.141118}",Pça. Joan Llongueras 05-018,"PL JOAN LLONGUERAS, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392112, ""longitude"": 2.135663}",Jardins Doctor Castelló 05-019,"JARD DOCTOR CASTELLO, 49-51",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.408958, ""longitude"": 2.144247}",Turó del Putget 05-020,"C ROCA I BATLLE, 37",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409156, ""longitude"": 2.143531}",Turó del Putget 05-021,"C MANACOR, 7-17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.408832, ""longitude"": 2.143027}",Turó del Putget 05-022,"JARD TURO DEL PUTXET, 23-27",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409744, ""longitude"": 2.142995}",Turó del Putget 05-023,"JARD TURO DEL PUTXET, 81",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409002, ""longitude"": 2.14265}",Turó del Putget 05-024,"JARD TURO DEL PUTXET, 23-27",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409484, ""longitude"": 2.142084}",Turó del Putget 05-025,"JARD TURO DEL PUTXET, 23-27",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.4082, ""longitude"": 2.13135}",Alcoi 05-026,"C LLUÇANES, 36-32",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.408128, ""longitude"": 2.128292}",Quatre Camins 05-027,"C BELLESGUARD, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402148, ""longitude"": 2.127573}",Calatrava 05-028,"C CALATRAVA, 44-42",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399429, ""longitude"": 2.130406}",Calatrava 05-029,"C CALATRAVA, 19-21",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396604, ""longitude"": 2.129961}",Rosari 05-030,"C ROSARI, 23-25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40166, ""longitude"": 2.133416}",Pça. Ferran Casablancas 05-031,"C CERIGNOLA, 5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401574, ""longitude"": 2.133915}",Pça. Ferran Casablancas 05-032,"C TORRAS I PUJALT, 24-22",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398195, ""longitude"": 2.124609}",Pça. Del Xiprer 05-034,"PL XIPRER, 40",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401629, ""longitude"": 2.120016}",Santa Magdalena Sofia 05-035,"C MARGENAT, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.395444, ""longitude"": 2.126018}",  05-036,"PL ARTOS, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3916, ""longitude"": 2.125612}",Manuel Girona 05-037,"C CAPITA ARENAS, 31-33",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390304, ""longitude"": 2.120883}",Manuel Girona 05-038,"C MARQUES DE MULHACEN, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392931, ""longitude"": 2.123707}",Riu de l'Or 05-039,"C MANUEL DE FALLA, 2.A",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394705, ""longitude"": 2.130913}",Pça. Martí Llauradó 05-040,"PL MARTI LLAURADO, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394182, ""longitude"": 2.132426}",Buigas 05-041,"C NENA CASAS, 10-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.395688, ""longitude"": 2.133152}",Àngel Guimerà 05-042,"C ANGEL GUIMERA, 7-9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.417642, ""longitude"": 2.134281}",Apel·les Mestres 05-043,"C COLLSEROLA, 31-53",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403934, ""longitude"": 2.114413}",Desert 05-044,"PG SANTA EULALIA, 23.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.413492, ""longitude"": 2.118794}",  05-045,"CTRA AIGÜES,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.416982, ""longitude"": 2.121582}",  05-046,"CTRA AIGÜES,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.414436, ""longitude"": 2.105413}",davant 23 del C. Alberes 05-047,"PL PEP VENTURA, 25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.415855, ""longitude"": 2.101954}",prop camp de futbol 05-048,"C REIS CATOLICS, 36",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.413075, ""longitude"": 2.101165}",  05-049,"C PELFORT, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.418179, ""longitude"": 2.097101}",  05-050,"CAMI FREDOLIC, 22.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.41748, ""longitude"": 2.09621}",  05-051,"CAMI MAS SAURO, 55",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.416726, ""longitude"": 2.126646}",  05-052,"CTRA AIGÜES,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.426151, ""longitude"": 2.096585}",  05-055,"C MAJOR DEL RECTORET, 80",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.428633, ""longitude"": 2.092432}",  05-057,"C BALADRE, 30-28",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.42959, ""longitude"": 2.093934}",  05-058,"C BALADRE, 37",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.425177, ""longitude"": 2.089615}",Camí Mas Castellví 05-059,"C CAN CASTELLVI, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398077, ""longitude"": 2.148228}",Pça. Cardona (centre plaça) 05-060,"PL CARDONA, 56",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401953, ""longitude"": 2.124944}",Pomaret 05-061,"PG BONANOVA, 84-82",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409045, ""longitude"": 2.109582}",Ptge Santa Amelia 05-063,"C CARROÇ, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398643, ""longitude"": 2.12426}",Plta Can Garriga 05-064,"PLTA CAN GARRIGA, 26-24",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405556, ""longitude"": 2.139711}",Beltran / Balmes 05-067,"PL FIGUEROLA, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403489, ""longitude"": 2.136261}",  05-068,"PL CAMP, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403706, ""longitude"": 2.130474}",Jardins Doctor Roig i Raventós 05-069,"JARD DOCTOR ROIG I RAVENTOS, 75",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404633, ""longitude"": 2.125372}",Pomaret 05-070,"C MARGENAT, 85.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403156, ""longitude"": 2.122791}",Anglí 05-071,"C MARGENAT, 47-49",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399069, ""longitude"": 2.121551}",Major de Sarrià / Salvador Mundi 05-072,"PL CONSELL DE LA VILA, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399919, ""longitude"": 2.120002}",Dalmacia / Sagrat Cor 05-073,"C DALMACIA, 1-3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396786, ""longitude"": 2.120929}",Pedró 05-074,"C JORDA, 25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396896, ""longitude"": 2.125074}",Rocaberti 05-075,"C ROCABERTI, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393834, ""longitude"": 2.129715}",  05-076,"PL MANUEL CORACHAN, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392961, ""longitude"": 2.122404}",Jardins Vil·la Amèlia (davant llac) 05-077,"JARD VIL·LA AMELIA, 15.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.412854, ""longitude"": 2.104266}",  05-078,"PL VALLVIDRERA, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.391738, ""longitude"": 2.123073}",Jardins Vil·la Amèlia 05-086,"C FRANCESC CARBONELL, 2-4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40083, ""longitude"": 2.147116}",Balmes / Via Augusta 05-090,"PL MOLINA, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404916, ""longitude"": 2.149493}",Mont-Roig 05-091,"PL TORRE, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.406027, ""longitude"": 2.148982}",Princep d'Astúries 05-092,"C MONT-ROIG, 246-244",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401197, ""longitude"": 2.139052}",Santaló 05-093,"PL ADRIA, 5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401934, ""longitude"": 2.141328}",Parc de Monterols 05-095,"PARC MONTEROLS, 5-7",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403192, ""longitude"": 2.140478}",Pça Boston 05-096,"PL BOSTON, 10-8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.397332, ""longitude"": 2.124172}",C/ Mañé i Flaquer 05-097,"PL SANT VICENÇ DE SARRIA, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39581, ""longitude"": 2.125343}",Sant Joan Bosco / Benet Mateu 05-098,"PL ARTOS, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.406405, ""longitude"": 2.133599}",  05-100,"PL BONANOVA, 7-8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405899, ""longitude"": 2.143357}",Saragossa 05-103,"C PUTGET, 29",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398781, ""longitude"": 2.122595}",Major de Sarrià 05-104,"C HORT DE LA VILA, 10-4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.409726, ""longitude"": 2.13712}",Pça John F Kennedy 05-105,"PL JOHN F. KENNEDY, 466",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402919, ""longitude"": 2.118431}",Major de Sarrià 05-106,"C NOU DE SANTA EULALIA, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392906, ""longitude"": 2.130062}",Pg de Sarrià / Rda General Mitre 05-107,"C BUIGAS, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.418672, ""longitude"": 2.098185}",davant escola 05-108,"PL MINA GROTT, 12",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.413934, ""longitude"": 2.137533}",Roman Macaya 05-109,"C ROMAN MACAYA, 26",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399883, ""longitude"": 2.120063}",placeta 05-110,"C DALMACIA, 1-3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.427421, ""longitude"": 2.09935}",  05-112,"AV ROSSINYOLS, 23",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404367, ""longitude"": 2.131947}",Horaci / Maó 05-115,"PL MARE DE DEU DE LA PAU, 10-11",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.41561, ""longitude"": 2.130746}",Parc de la Font del Racó 05-117,"PARC FONT DEL RACÓ, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393916, ""longitude"": 2.122439}",Jardins de la Vil·la Cecília 05-118,"C RIU DE L'OR, 19-31",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392447, ""longitude"": 2.140083}",Av Diagonal 05-120,"PL JOAN LLONGUERAS, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398537, ""longitude"": 2.122972}",Cornet i Mas 05-121,"C CANET, 15",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399577, ""longitude"": 2.111616}",zona de gronxadors 05-122,"PARC CASTELL DE L'ORENETA, SN",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399493, ""longitude"": 2.121192}",Plta Roser 05-125,"PLTA ROSER, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39889, ""longitude"": 2.134279}",Jardí Tres Torres 05-126,"C GANDUXER, 90-88",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39849, ""longitude"": 2.134375}",Jardí Tres Torres 05-127,"JARD TRES TORRES, 249",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.427918, ""longitude"": 2.089506}","Solé i Pla, 5 05-128","PG SOLE I PLA, 4-8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398373, ""longitude"": 2.12146}",Clos de Sant Francesc 05-129,"C SETANTI, 4-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.424589, ""longitude"": 2.089626}",  05-130,"C GESPA, 26",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.414942, ""longitude"": 2.103178}",al parc 05-132,"C REIS CATOLICS, 13-19",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.407482, ""longitude"": 2.137328}",Folgueroles 05-133,"PL ROSA SABATER, 46",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39673, ""longitude"": 2.128452}",centre plaça 05-137,"PL JOAQUIM PENA, 14",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.391231, ""longitude"": 2.123145}",Eduardo Conde 05-138,"C EDUARD CONDE, 6-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405458, ""longitude"": 2.13902}",Balmes 05-139,"PL JOAQUIM FOLGUERA, 3-5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.414037, ""longitude"": 2.111411}",  05-141,"TORR FONT DEL MONT, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.391969, ""longitude"": 2.14053}",passeig central al davant pça Joan Llongueras 05-143,"AV DIAGONAL, 620",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3996, ""longitude"": 2.109003}",Parc del castell de l'Oreneta 05-144,"CAMI MARE DE DEU DE LORDA, 1-17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.400776, ""longitude"": 2.108263}",Parc del castell de l'Oreneta 05-145,"PTGE BLADA (CAN CARALLEU), 14.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392111, ""longitude"": 2.123763}",Jardins Vil·la Amèlia (zona jocs infantils) 05-146,"C FRANCESC CARBONELL, 16-14",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392258, ""longitude"": 2.122478}",Jardins Vil·la Amèlia (costat bar) 05-147,"JARD VIL·LA AMELIA, 7",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393513, ""longitude"": 2.143188}",  05-150,"AV PAU CASALS, 12",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394343, ""longitude"": 2.141476}",Parc del Poeta Eduard Marquina (Turó Parc) 05-151,"PARC POETA EDUARD MARQUINA, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.395203, ""longitude"": 2.141123}",Parc del Poeta Eduard Marquina (Turó Parc) 05-152,"C FERRAN AGULLO, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394125, ""longitude"": 2.140544}",Parc del Poeta Eduard Marquina (Turó Parc) 05-153,"C FRANCESC PEREZ-CABRERO, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393215, ""longitude"": 2.13315}",interiors 05-154,"JARD CAMP DE SARRIÀ, 26-24",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394692, ""longitude"": 2.12399}",Jardins de Can Senillosa 05-155,"JARD CAN SENILLOSA, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401856, ""longitude"": 2.144236}",Jardins d'Enric Sagnier 05-156,"C BRUSI, 51-61",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40397, ""longitude"": 2.11726}",  05-157,"PL BORRAS, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405361, ""longitude"": 2.135432}",  05-158,"C MUNTANER, 540-548",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402474, ""longitude"": 2.140157}",Parc de Monterols (entrada parc) 05-159,"PARC MONTEROLS, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401726, ""longitude"": 2.14074}",Parc de Monterols 05-160,"PARC MONTEROLS, 55-59",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401776, ""longitude"": 2.140974}",Parc de Monterols 05-161,"PARC MONTEROLS, 55-59",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.410786, ""longitude"": 2.131407}",  05-162,"PL CALVO, 66-70",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.410189, ""longitude"": 2.140681}",Jardins Marià Manent 05-163,"JARD MARIA MANENT, 11",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39708, ""longitude"": 2.118636}",  05-164,"C DOMINGUEZ I MIRALLES, 22-20",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40316, ""longitude"": 2.114847}",Jardins de Can Sentmenat 05-165,"C DESERT, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398681, ""longitude"": 2.145609}",Jardins de Moragas 05-166,"JARD MORAGAS, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.411179, ""longitude"": 2.143946}",Jardins Mercè Rodoreda 05-167,"JARD MERCÈ RODOREDA, 79-81",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.400602, ""longitude"": 2.119083}",  05-168,"C SAGRAT COR, 21-23",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402981, ""longitude"": 2.116846}",  05-169,"RIER MONGES, 16",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3991, ""longitude"": 2.140016}",Jardins de Can Castelló 05-170,"JARD CAN CASTELLO, 49",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.426252, ""longitude"": 2.11769}",Tibidabo 05-171,"CAMI SANT CUGAT, 96",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405792, ""longitude"": 2.148237}",Sant Magí 05-172,"C SANT MAGI, 230",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399733, ""longitude"": 2.121685}",  05-173,"PL SARRIA, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.410621, ""longitude"": 2.135958}",Jardins de la Tamarita (costat caseta jardiners) 05-174,"JARD LA TAMARITA, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.410404, ""longitude"": 2.135117}",Jardins de la Tamarita (camí costat Besòs) 05-175,"JARD LA TAMARITA, 10.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396199, ""longitude"": 2.143488}",Madrazo 05-176,"C MADRAZO, 147.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.403316, ""longitude"": 2.145902}",Gleva 05-177,"C LA GLEVA, 19-21",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.407672, ""longitude"": 2.142964}",Jardins del Turó del Putget 05-178,"C MANACOR, 14",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.407373, ""longitude"": 2.142542}",Jardins del Turó del Putget (jocs infantils) 05-179,"C MANACOR, 7-17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.405283, ""longitude"": 2.142694}",Jardins de Josep Amat 05-180,"JARD JOSEP AMAT, 203",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40576, ""longitude"": 2.135882}",Darrera del centre Cívic 05-181,"C SANT GERVASI DE CASSOLES, 83-89",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.415754, ""longitude"": 2.135311}",Carrer de Josep Garí 05-182,"C JOSEP GARI, 7",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392884, ""longitude"": 2.137397}",  05-183,"JARDINS DE PISCINES I ESPORTS,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399154, ""longitude"": 2.160637}",Llibertat 06-001,"C TORRENT DE L'OLLA, 26",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399018, ""longitude"": 2.159027}",Domenech 06-002,"C DOMENECH, 10",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39921, ""longitude"": 2.162776}",Corsega 06-003,"C CORSEGA, 373-377",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401994, ""longitude"": 2.163808}",Monistrol 06-004,"C BAILEN, 203",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401268, ""longitude"": 2.158414}",Puigmartí 06-005,"C TORRENT DE L'OLLA, 98",,,2024-05-11 19:54:35,,Font de beure,
