location,name,address,ispotable,available,created_at,photo,description,watersourcetype
"{""latitude"": 41.387735, ""longitude"": 2.189875}",porta principal Zoo (Wellington) 01-001,"C WELLINGTON, 21.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379146, ""longitude"": 2.188965}",Sant Carles 01-004,"C COMTE DE SANTA CLARA, 11",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381533, ""longitude"": 2.187664}",C. Carbonell 01-005,"C CARBONELL, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38216, ""longitude"": 2.188051}",Balboa 01-006,"C BALBOA, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38349, ""longitude"": 2.185366}",Ocata 01-007,"C MARQUESA, 13",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389015, ""longitude"": 2.186812}",costat llac 01-008,"PARC CIUTADELLA, 20.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389369, ""longitude"": 2.185929}",davant cascada 01-009,"PG JOAQUIM RENART, 20-10",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387522, ""longitude"": 2.184143}",entre Hivernacle i museu 01-011,"PG PICASSO, 12.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385405, ""longitude"": 2.174567}",Magdalenes 01-013,"C CAPELLANS, 20-18",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387784, ""longitude"": 2.187052}",biblioteca 01-015,"PAS INSTITUT ESCOLA, 16.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378428, ""longitude"": 2.178687}",  01-016,"PL DUC DE MEDINACELI, 1-1.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376796, ""longitude"": 2.175396}",Santa Madrona 01-017,"C MONTSERRAT, 12-14",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384138, ""longitude"": 2.171068}",Hotel Rivoli 01-018,"C LA RAMBLA, 128",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383547, ""longitude"": 2.171444}",magatzems Sepu 01-019,"C LA RAMBLA, 120",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378903, ""longitude"": 2.170882}",Salvador Seguí 01-022,"PL SALVADOR SEGUÍ, 16-17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380551, ""longitude"": 2.166253}",Peu de la Creu 01-023,"C PEU DE LA CREU, 32",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376791, ""longitude"": 2.173739}",Drassanes 01-025,"C ARC DEL TEATRE, 24-28",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383653, ""longitude"": 2.18315}",Dames 01-026,"C DAMES, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378351, ""longitude"": 2.189911}",Mestrança / Meer 01-027,"C MEER, 18",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385732, ""longitude"": 2.185375}",  01-031,"PG PICASSO, 44-42",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381309, ""longitude"": 2.181374}",Fusteria 01-032,"PL ANTONIO LOPEZ, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38968, ""longitude"": 2.181194}",Comerç 01-033,"PLTA COMERÇ, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3868, ""longitude"": 2.181858}","Pons i Clerch, Pl 01-034","PL PONS I CLERCH, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376676, ""longitude"": 2.16732}",Reina Amalia 01-037,"C REINA AMALIA, 33",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376468, ""longitude"": 2.166353}",Rda. Sant Pau 01-038,"C LLEIALTAT, 24-16",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.375021, ""longitude"": 2.172739}",Paral·lel 01-039,"C ARC DEL TEATRE, 64-62",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387529, ""longitude"": 2.188651}",davant Parlament 01-040,"PAS INSTITUT ESCOLA, 18.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376438, ""longitude"": 2.188941}",C. Judici 01-044,"C JUDICI, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389952, ""longitude"": 2.17747}",Trafalgar 01-045,"C MENDEZ NUÑEZ, 15",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384521, ""longitude"": 2.177476}",Tapineria 01-046,"PL RAMON BERENGUER EL GRAN, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385154, ""longitude"": 2.170174}",Roviralta / font Canaletes 01-051,"C LA RAMBLA, 131",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386103, ""longitude"": 2.172259}",Santa Anna 01-052,"C SANTA ANNA, 39",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387909, ""longitude"": 2.180545}",centre plaça 01-053,"PL SANT AGUSTI VELL, 5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379744, ""longitude"": 2.188128}",centre plaça 01-054,"PL BARCELONETA, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379504, ""longitude"": 2.166019}",Hospital 01-055,"PL PEDRO, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389514, ""longitude"": 2.178967}",centre plaça 01-057,"PL SANT PERE, 15-16",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388477, ""longitude"": 2.180091}",davant nº6 C/ Baix de Sant Pere 01-058,"C BASSES DE SANT PERE, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383921, ""longitude"": 2.169629}",Estafeta Correos 01-061,"PL BONSUCCES, 2.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.375146, ""longitude"": 2.170308}",Paral·lel 01-062,"C NOU DE LA RAMBLA, 108",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377101, ""longitude"": 2.176733}",Museu de Cera 01-063,"PTGE BANCA, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379958, ""longitude"": 2.174393}","Reial, Pl 01-064","C LA RAMBLA, 54",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382177, ""longitude"": 2.179833}",centre plaça 01-065,"PL TRAGINERS, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381666, ""longitude"": 2.178678}",Ciutat 01-066,"PL REGOMIR, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384501, ""longitude"": 2.171938}",  01-067,"C BOT, 23-25",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384794, ""longitude"": 2.182805}",Flassaders 01-068,"PG BORN, 19",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387637, ""longitude"": 2.180609}",Carders / Boira 01-070,"PL SANT AGUSTI VELL, 17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38327, ""longitude"": 2.164947}",Valldonzella 01-074,"C JOAQUIN COSTA, 33.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381835, ""longitude"": 2.165162}",Ferlandina 01-075,"C LLEO, 1.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377236, ""longitude"": 2.187951}",Moll 01-077,"PLA MIQUEL TARRADELL, 50-51",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381349, ""longitude"": 2.168686}",Egipciaques 01-078,"C CARME, 51",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380598, ""longitude"": 2.170776}",Comerç 01-079,"PL CANONGE COLOM, 61",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377503, ""longitude"": 2.172678}",  01-082,"C NOU DE LA RAMBLA, 48",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379108, ""longitude"": 2.172888}",Penedides / Santa Margarida 01-083,"C UNIO, 32",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387077, ""longitude"": 2.175955}",  01-084,"C VERDAGUER I CALLIS, 12",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387489, ""longitude"": 2.178031}",  01-085,"C MESTRES CASALS MARTORELL, 27",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381194, ""longitude"": 2.173504}","La Rambla, 80 01-087","C LA RAMBLA, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384527, ""longitude"": 2.174196}",Av. Portal de lÀngel 01-089,"C CUCURULLA, 6",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382888, ""longitude"": 2.178482}",Lledo / Sant Just 01-091,"PL SANT JUST, 4.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383472, ""longitude"": 2.181581}",Boixadors 01-092,"PL SANTA MARIA, 16",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381532, ""longitude"": 2.170119}",Floristes Rambles 01-093,"C FLORISTES DE LA RAMBLA, 8.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382019, ""longitude"": 2.176822}",  01-094,"PL SANT MIQUEL, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378132, ""longitude"": 2.187655}",Moll 01-095,"PG JOAN DE BORBO COMTE DE BARCELONA, 40-41",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381328, ""longitude"": 2.186518}",Central 01-096,"PG JOAN DE BORBO COMTE DE BARCELONA, 2-2.A",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379601, ""longitude"": 2.187067}",Moll 01-097,"PG JOAN DE BORBO COMTE DE BARCELONA, 21",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385784, ""longitude"": 2.189297}",Interior Parc Zoologic 01-099,"PG CIRCUMVAL·LACIÓ, 42-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385748, ""longitude"": 2.187825}",Interior Parc Zoologic 01-100,"PG CIRCUMVAL·LACIÓ, 42-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383043, ""longitude"": 2.171907}",La Rambla 01-104,"C PORTAFERRISA, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.375375, ""longitude"": 2.169773}",L'Abat Safont 01-109,"C ABAT SAFONT, 4-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377459, ""longitude"": 2.189452}",Almirall Aixada 01-110,"C PESCADORS, 53-55",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389953, ""longitude"": 2.182568}",  01-118,"PG LLUIS COMPANYS, 12",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385846, ""longitude"": 2.16481}",Pelai 01-121,"C PELAI, 9-10",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382853, ""longitude"": 2.184021}",  01-124,"PL PALAU, 15",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380192, ""longitude"": 2.183095}",frente Pl. Pau Vila 01-125,"MDOR PORT VELL, 3",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382778, ""longitude"": 2.194594}",Hospital del Mar 01-126,"PG MARITIM DE LA BARCELONETA, 23-31",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381629, ""longitude"": 2.163754}",  01-127,"PL PES DE LA PALLA, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383769, ""longitude"": 2.195203}",Hospital del Mar 01-128,"PG MARITIM DE LA BARCELONETA, 23-31",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.375371, ""longitude"": 2.176974}",Museu Marítim 01-130,"PL PORTAL DE LA PAU, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.377185, ""longitude"": 2.176326}",al centre de Mari Santpere 01-132,"C PORTAL DE SANTA MADRONA, 4-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378085, ""longitude"": 2.170205}",Sant Pau 01-134,"RBLA RAVAL, 43",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379379, ""longitude"": 2.168376}",Hospital 01-135,"RBLA RAVAL, 4.B-2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381325, ""longitude"": 2.168256}",  01-136,"C AGUSTI DURAN I SANPERE, 58-50",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388308, ""longitude"": 2.189894}",dins del parc Zoologic 01-137,"C WELLINGTON, 40-18",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389037, ""longitude"": 2.188817}",dins del parc Zoologic 01-138,"C WELLINGTON, 20.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390124, ""longitude"": 2.188188}",dins del parc Zoologic 01-139,"C WELLINGTON, 1.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.37982, ""longitude"": 2.192766}",  01-141,"PG MARITIM DE LA BARCELONETA, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380919, ""longitude"": 2.193448}",Andrea Doria 01-142,"PG MARITIM DE LA BARCELONETA, 11-13",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386928, ""longitude"": 2.187417}",Próxim a Iglesia Castrense 01-143,"PAS INSTITUT ESCOLA, 18.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386653, ""longitude"": 2.180024}",C. Fonollar 01-144,"C FONOLLAR, 2",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385678, ""longitude"": 2.17893}",  01-145,"C COLOMINES, 4",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387389, ""longitude"": 2.190857}",  01-147,"C WELLINGTON, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388745, ""longitude"": 2.187969}",  01-148,"PARC CIUTADELLA, 20.I",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387666, ""longitude"": 2.179181}",Pou de la Figuera 01-149,"C JAUME GIRALT, 34-32",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382442, ""longitude"": 2.194047}",Pg Marítim de la Barceloneta / C. Gas 01-150,"PG MARITIM DE LA BARCELONETA, 15-21",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389987, ""longitude"": 2.187167}",Darrera Gran Cascada 01-151,"PARC CIUTADELLA, 50",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384783, ""longitude"": 2.176353}",  01-152,"C TAPINERIA, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.385848, ""longitude"": 2.185774}",Entrada Parc de la Ciutadella (Zoo) 01-153,"JARD FONTSERE I MESTRE, 46",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384836, ""longitude"": 2.164788}",  01-154,"PL CASTELLA, 8",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380363, ""longitude"": 2.188785}",  01-156,"C BALUARD, 32-30",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379003, ""longitude"": 2.177087}",Pl. Pijoan 01-157,"C JOSEP PIJOAN, 5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384208, ""longitude"": 2.168907}",Pl. Vicenç Martorell 01-158,"PL. VICENÇ MARTORELL,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3807, ""longitude"": 2.192136}",Andrea Doria cantonada Miquel Boera 01-159,"MIQUEL BOERA, 34-36",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3833, ""longitude"": 2.187382}",  01-160,"Estació de França,  ",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388373, ""longitude"": 2.146003}",Viladomat 02-002,"C VILADOMAT, 284",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389685, ""longitude"": 2.14839}","Sarrià, Av 02-003","C COMTE D'URGELL, 238",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388435, ""longitude"": 2.150761}",Urgell 02-004,"C ROSSELLO, 143",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.387548, ""longitude"": 2.151725}",Urgell 02-005,"C PROVENÇA, 125",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384703, ""longitude"": 2.148531}",Provença 02-006,"C CALABRIA, 208",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.383238, ""longitude"": 2.146343}",Entença 02-007,"C PROVENÇA, 56",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.384984, ""longitude"": 2.15262}",València 02-008,"C COMTE BORRELL, 184.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393315, ""longitude"": 2.150309}",Londres 02-009,"C LONDRES, 99",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382117, ""longitude"": 2.151421}",Calabria 02-010,"C ARAGO, 99",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380448, ""longitude"": 2.151429}",Rocafort 02-011,"C CONSELL DE CENT, 101",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379491, ""longitude"": 2.150405}",Entença 02-012,"C CONSELL DE CENT, 80",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.379487, ""longitude"": 2.14827}",Vilamarí 02-013,"C ARAGO, 39",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.380554, ""longitude"": 2.153665}",Diputació 02-014,"C CALABRIA, 119-121",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382406, ""longitude"": 2.154023}",Viladomat 02-015,"C CONSELL DE CENT, 149",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378047, ""longitude"": 2.15078}",Vilamarí 02-016,"C DIPUTACIO, 24",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376216, ""longitude"": 2.152756}",Sepúlveda 02-017,"C VILAMARI, 23",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376102, ""longitude"": 2.155537}",Entença 02-018,"C FLORIDABLANCA, 57",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376063, ""longitude"": 2.157313}",Rocafort 02-019,"C TAMARIT, 109",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378687, ""longitude"": 2.158454}",Floridablanca 02-021,"C VILADOMAT, 81-83",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.376753, ""longitude"": 2.160965}",Viladomat 02-022,"C VILADOMAT, 39",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378499, ""longitude"": 2.161037}",Tamarit 02-023,"C COMTE BORRELL, 79",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382803, ""longitude"": 2.162328}",Sepúlveda 02-024,"C CASANOVA, 20",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.382035, ""longitude"": 2.156299}",Diputació 02-025,"C COMTE BORRELL, 151",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386344, ""longitude"": 2.161562}",Aribau 02-026,"C DIPUTACIO, 207",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388053, ""longitude"": 2.15762}",València 02-027,"C MUNTANER, 90",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390535, ""longitude"": 2.158295}",Enric Granados 02-028,"C MALLORCA, 210-208",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389752, ""longitude"": 2.157043}",Aribau 02-029,"C MALLORCA, 195",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392235, ""longitude"": 2.156025}",Enric Granados 02-030,"C ROSSELLO, 180-178",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390726, ""longitude"": 2.154181}",Rosselló 02-031,"C MUNTANER, 156",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388901, ""longitude"": 2.1611}",Doctor Letamendi / costat mar 02-032,"PL DOCTOR LETAMENDI, 35",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393988, ""longitude"": 2.156295}",Córsega 02-034,"C BALMES, 145",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392542, ""longitude"": 2.160974}",Rambla Catalunya 02-035,"C MALLORCA, 238",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.3951, ""longitude"": 2.162073}",Pau Claris / Passeig de Gràcia 02-036,"C PROVENÇA, 298-296",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39514, ""longitude"": 2.16609}",València 02-037,"C ROGER DE LLURIA, 87",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.389304, ""longitude"": 2.165439}",Rambla Catalunya 02-038,"C DIPUTACIO, 253",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386998, ""longitude"": 2.169532}",davant boca metro central 02-040,"PL CATALUNYA, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.391204, ""longitude"": 2.173506}",Casp 02-041,"C BRUC, 29",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39398, ""longitude"": 2.176441}","Sant Joan, Pg 02-043","PL TETUAN, 1",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393491, ""longitude"": 2.171055}",Bruc 02-044,"C DIPUTACIO, 321",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394755, ""longitude"": 2.171104}",Consell de Cent 02-045,"C GIRONA, 73",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.397543, ""longitude"": 2.174538}",Roger de Flor 02-046,"C ROGER DE FLOR, 424",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398371, ""longitude"": 2.175669}",Consell de Cent 02-047,"C NAPOLS, 180",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.398446, ""longitude"": 2.170584}",Pg. Sant Joan 02-048,"PG. SANT JOAN, 89",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39861, ""longitude"": 2.17319}",Roger de Flor 02-049,"JARD CONSTANÇA D' ARAGÓ, 377",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.400779, ""longitude"": 2.171999}",Nàpols 02-050,"C MALLORCA, 360",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40137, ""longitude"": 2.169139}",Provença / Rosselló 02-051,"C ROGER DE FLOR, 213-215",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.408857, ""longitude"": 2.173324}",Padilla 02-052,"C INDUSTRIA, 138",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.410534, ""longitude"": 2.17559}",Cartagena 02-053,"C INDUSTRIA, 171-173",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.407038, ""longitude"": 2.180248}",Cartagena 02-054,"C MALLORCA, 496",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402724, ""longitude"": 2.174553}",Sardenya 02-055,"C MALLORCA, 406",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40205, ""longitude"": 2.179679}",Lepant 02-056,"C ENAMORATS, 9",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.402336, ""longitude"": 2.181323}",Diagonal 02-057,"C PADILLA, 186-172",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.401853, ""longitude"": 2.184282}",Gran Via de les Corts Catalanes 02-058,"C CASTILLEJOS, 175",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.399215, ""longitude"": 2.178591}",Sardenya 02-059,"C DIPUTACIO, 429-431",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.397153, ""longitude"": 2.181444}",Casp 02-060,"C SARDENYA, 172.B",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39726, ""longitude"": 2.183223}",Carles I 02-061,"C AUSIAS MARC, 149",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390899, ""longitude"": 2.155873}",Provença 02-063,"C ARIBAU, 113",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.390558, ""longitude"": 2.144914}","Borrell, 324 02-064","C COMTE BORRELL, 324",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.388963, ""longitude"": 2.153714}",Casanova davant bombers 02-065,"C PROVENÇA, 182-164",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381393, ""longitude"": 2.146112}",Vilamarí 02-067,"C VILAMARI, 89-99",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.391711, ""longitude"": 2.168357}",Diputació 02-068,"C PAU CLARIS, 107",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.394777, ""longitude"": 2.172981}",Bailen 02-069,"C DIPUTACIO, 324",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.400169, ""longitude"": 2.177448}",Consell de Cent (gasolinera) 02-070,"C SARDENYA, 225-227",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.408505, ""longitude"": 2.171169}",Sant Antoni Maria Claret 02-071,"C LEPANT, 353",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.407195, ""longitude"": 2.175661}",Padilla 02-072,"C ROSSELLO, 475",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40465, ""longitude"": 2.175124}",Provença / Lepant / Padilla 02-073,"PL GAUDÍ, 445-447",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.404503, ""longitude"": 2.175947}",Provença (gronxadors) / Av Gaudí 02-074,"PL GAUDÍ, 5",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.40536, ""longitude"": 2.178027}",Padilla 02-075,"C MALLORCA, 456-454",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.392859, ""longitude"": 2.18291}",Parc del Nord 02-076,"PARC ESTACIÓ DEL NORD, SN",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.396072, ""longitude"": 2.174502}",Pg Sant joan 02-078,"C DIPUTACIO, 357",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.378464, ""longitude"": 2.163096}",Rda Sant Pau 02-079,"C MANSO, 78",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.381003, ""longitude"": 2.162087}",Floridablanca 02-080,"C VILLARROEL, 17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38416, ""longitude"": 2.158655}",Villarroel 02-081,"C DIPUTACIO, 159",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.386306, ""longitude"": 2.159545}",Muntaner 02-082,"C CONSELL DE CENT, 232",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.38801, ""longitude"": 2.161918}",Consell de Cent 02-083,"C ENRIC GRANADOS, 15-17",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.393115, ""longitude"": 2.168702}",Consell de Cent 02-084,"C ROGER DE LLURIA, 49",,,2024-05-11 19:54:35,,Font de beure,
"{""latitude"": 41.39721, ""longitude"": 2.172164}",Pg. St. Joan 65 02-085,"PG SANT JOAN, 65",,,2024-05-11 19:54:35,,Font de beure,
